word,word_lemma
nationalbankens,nationalbank
sommerhusmarkedet,sommerhusmarked
helårshuse,helårshus
realkreditsystem,realkreditsystem
ejendomsmæglerforening,ejendomsmæglerforening
ferieudlejernes,ferieudleje
rare,rare
exceptionel,exceptionel
krakkede,krakke
kaare,kaare
lånes,lånes
kreditvurdering,kreditvurdering
kreditgodkendt,kreditgodkende
sommerhusgrunde,sommerhusgru
bebygget,bebygge
åbenheden,åbenhed
faktuel,faktuel
kronesmileyen,kronesmiley
miljøstandarden,miljøstandarden
certificerede,certificere
undersøgelsesbesøg,undersøgelsesbesøg
arbejdsmiljørådet,arbejdsmiljøråd
arbejdsmiljøcertifikat,arbejdsmiljøcertifikat
arbejdstilsynets,arbejdstilsyn
tilsynsopgave,tilsynsopgave
arbejdsmiljøcertifikaterne,arbejdsmiljøcertifikat
smileyen,smiley
certifikat,certifikat
pakkerejsedirektiv,pakkerejsedirektiv
rejsende,rejse
pakkerejser,pakkerejse
markeds,markeds
europæernes,europæernes
rejsemønstre,rejsemønster
rejsevaner,rejsevane
pakkerejselov,pakkerejselov
sammensætter,sammensætte
snu,snu
besidde,besidde
udbydere,udbyder
forbrugerbeskyttelsen,forbrugerbeskyttels
forbrugerbeskyttelsesniveau,forbrugerbeskyttelsesniveau
minimumsdirektiver,minimumsdirektive
totalharmoniseringsdirektiver,totalharmoniseringsdirektive
spørgsmålsrunder,spørgsmålsrunde
totalharmoniseringsdirektiv,totalharmoniseringsdirektiv
restaurant,restaurant
spisested,spisested
nøgler,værnøgle
lær,lær
nøgle,nøgle
rimelighedsbetragtning,rimelighedsbetragtning
dilemmafyldt,dilemmafylde
flygtningefamilier,flygtningefamili
danskkundskaber,danskkundskab
tolk,tolk
sygehusbesøg,sygehusbesøg
forældremøder,forældremøde
lægesituationer,lægesituatione
personnumre,personnumre
kønsneutrale,kønsneutral
numre,nummer
personnummersystemet,personnummersystem
tilhøre,tilhøre
personnummeret,personnummeret
registerforskningen,registerforskning
informationsbærende,informationsbærende
identifikation,identifikation
legitimation,legitimation
politiarbejde,politiarbejde
indrejser,indrejse
cpr,cpr
kønsspecifikt,kønsspecifikt
cifre,ciffer
børnesexdukker,børnesexdukk
afskyeligt,afskyeligt
indhentet,indhentet
dukkerne,dukk
justitsministerium,justitsministerium
børnepornografi,børnepornografi
børnesexdukke,børnesexdukke
anset,anse
anket,anke
norsk,norsk
diskonto,diskonto
renteniveau,renteniveau
surrealistisk,surrealistisk
betænkningsperiode,betænkningsperiode
værnes,værne
låneudbyderne,låneudbyder
låneansøgning,låneansøgning
ågerkarle,ågerkarle
ågerkarleparagraf,ågerkarleparagraf
kviklånsmarkedslovgivning,kviklånsmarkedslovgivning
sjæle,sjæle
forældelsesfristen,forældelsesfrist
bagudvirkende,bagudvirkende
erstatningskrav,erstatningskrav
godtgørelseskrav,godtgørelseskrav
forvaltningsmyndigheder,forvaltningsmyndighede
godhavnsdrengene,godhavnsdreng
erstatningssager,erstatningssage
tilhørerpladser,tilhørerpladse
oprejsning,oprejsning
erstatningssagerne,erstatningssag
dobbeltmandat,dobbeltmandat
forlagschef,forlagschef
interessekonflikt,interessekonflikt
valgsystem,valgsystem
landsdelene,landsdel
smagssag,smagssag
valgsammenhænge,valgsammenhænge
garanter,garante
isolerer,isolere
nyankomne,nyankomne
enigheden,enighed
forslagstillerne,forslagstill
introduktionskurser,introduktionskurse
asylcentrene,asylcentr
asylansøgerkurserne,asylansøgerkurse
asylcentre,asylcenter
seksualmoral,seksualmoral
opgøret,opgøre
frihedsværdier,frihedsværdie
seksualundervisning,seksualundervisning
timeantal,timeantal
skoledagens,skoledag
seksualundervisningen,seksualundervisning
east,east
stratcom,stratcom
uting,uting
pressefrihed,pressefrihed
propaganda,propaganda
beklikkes,beklikke
debattør,debattør
kolonne,kolonne
modbydeligt,modbydelig
bizarre,bizar
journalisthøjskole,journalisthøjskole
usande,usande
statsinstitutioner,statsinstitutione
dabiq,dabiq
rumiyah,rumiyah
engelsksprogede,engelsksproge
optagelsesforhandlingerne,optagelsesforhandling
afbrydes,afbryde
folketingsvedtagelse,folketingsvedtagelse
cumhuriyet,cumhuriyet
nærmede,nærme
journalisterne,journalist
løsladt,løsladt
parlamentarikerne,parlamentarike
hdp,hdp
menneskerettighedsspørgsmål,menneskerettighedsspørgsmål
samtalepartnere,samtalepartner
arrestationer,arrestatione
regeringskritiske,regeringskritisk
deles,dele
fremskridtsrapport,fremskridtsrappor
europarådet,europaråd
kupmagere,kupmag
teoretiserer,teoretiser
købstad,købstad
erhvervsuddannelsesreform,erhvervsuddannelsesreform
gymnasiereform,gymnasiereform
forberedende,forberedende
livtag,livtag
saver,saver
forcer,force
hygiejnekurser,hygiejnekurse
staldene,stald
spredningsrisikoen,spredningsrisiko
afviklingen,afvikling
kvinfo,kvinfo
ligestillingsministerens,ligestillingsminister
kulturministerens,kulturminister
forskningsdelen,forskningsdele
biblioteksopgave,biblioteksopgave
selvejende,selvejende
politikers,politike
bøtten,bøtt
skorte,skore
ekspertviden,ekspertvid
professionalisme,professionalisme
decentralist,decentralise
forældregruppe,forældregruppe
bunkeforslag,bunkeforslag
erhvervsjura,erhvervsjura
hvidvask,hvidvask
prospektkrav,prospektkrav
prospekt,prospekt
investeringsfonde,investeringsfonde
vildnis,vildnis
krumspring,krumspring
hær,hær
anskuelser,anskuelse
realkreditten,realkreditt
ejerformer,ejerform
solvenskrav,solvenskrav
undtog,undtage
udbetalinger,udbetalinge
realkreditinstitutterne,realkreditinstitutt
vække,vække
delen,del
psykose,psykose
psykiatriens,psykiatri
myrder,myrde
lægefaglig,lægefaglig
patientgruppe,patientgruppe
gøremål,gøremål
plejen,plej
budgetteret,budgettere
budgetterer,budgettere
boligregulering,boligregulering
lejeniveauet,lejeniveauet
udlejningsejendommene,udlejningsejendomm
umætteligt,umætteligt
dæmper,dæmpe
øresundstrafikken,øresundstrafikken
pristjek,pristjek
togfølge,togfølge
usammenlignelige,usammenlignelig
anvendeligt,anvendeligt
kommandostrukturer,kommandostruktur
reinvesteres,reinvestere
udliciterer,udliciter
trafikpropper,trafikproppe
helhedsplan,helhedsplan
italesætte,italesætte
udliciteringer,udliciteringe
arriva,arriva
genudbuddet,genudbudd
nabohjælp,nabohjælp
landsdele,landsdel
bandepakke,bandepakke
vagtvirksomhed,vagtvirksomhed
våbenloven,våbenlov
skytteforeningernes,skytteforeningerne
skydebaner,skydebane
skydepladser,skydepladse
drabet,drab
albertslund,albertslund
vagtfirmaer,vagtfirmae
nægte,næge
vagtvirksomheder,vagtvirksomhede
hvervet,hverve
vagttrøjen,vagttrøj
stillingen,stilling
matas,matas
strammes,stramme
persongrupper,persongruppe
bandegrupperinger,bandegruppering
vagtmarkedet,vagtmarkede
diskoteker,diskoteke
rivaliserende,rivalisere
bekendtgøre,bekendtgøre
bandekonflikten,bandekonflikt
temaet,tema
grønlands,grønlands
selvstændighedsproces,selvstændighedsproces
rigsfællesskab,rigsfællesskab
forfatningskommission,forfatningskommission
forfatningsarbejdet,forfatningsarbejde
sekretariatschef,sekretariatschef
inspirationsbesøg,inspirationsbesøg
island,island
islands,island
forfatningsarbejde,forfatningsarbejde
tilforordnet,tilforordn
landsstyrets,landsstyr
identitetsdokument,identitetsdokument
forfatningen,forfatning
selvstyreloven,selvstyrelov
foregribe,foregribe
opgaveløsning,opgaveløsning
selvbærende,selvbære
rejekvoter,rejekvot
fiskeprodukter,fiskeprodukt
budgetforbedringer,budgetforbedring
selvstyrets,selvstyr
selvstyret,selvstyr
råstofpotentiale,råstofpotentiale
flyindkøb,flyindkøb
indkøbet,indkøb
typen,typ
udbytter,udbytt
selvstyreejede,selvstyreeje
forudsættes,forudsætte
lånefinansieret,lånefinansiere
landskassen,landskass
kielsen,kielse
landskassens,landskass
overtagelsen,overtagelse
retsvæsen,retsvæsen
rigsmyndighederne,rigsmyndighed
suverænitetshævdelse,suverænitetshævdelse
karratfjorden,karratfjord
vestgrønland,vestgrønland
rigsopgaver,rigsopgave
opløses,opløse
overdrive,overdriv
lufthavnsområdet,lufthavnsområ
samarbejdsaftaler,samarbejdsaftale
befolkninger,befolkning
anlægsarbejdet,anlægsarbejdet
slotsplads,slotsplads
støjer,støje
himmelråbende,himmelråbende
relationerne,relation
larsens,larsens
lufthavnene,lufthavn
kampflykøb,kampflykøb
beskrev,beskrive
definitive,definitive
afgrundens,afgrunden
redegørelser,redegørels
rentabiliteten,rentabilitet
minik,minik
rosing,rosing
hotel,hotel
uoverstigelige,uoverstigelig
selvstændighedsdebatten,selvstændighedsdebatt
benævnte,benævnte
trekant,trekant
investeringsfond,investeringsfond
julene,jul
brobyggere,brobyggere
landsråd,landsråd
tøjlerne,tøjle
valgår,valgå
tonen,tone
løsningsorienterede,løsningsorientere
meningsforskelle,meningsforskel
brodersen,brodersen
forfatningskommissionens,forfatningskommission
valgurnene,valgurnene
stemmeseddel,stemmeseddel
catalonien,catalonien
eksil,eksil
påberåber,påberåb
glide,glide
koblingen,kobling
suspension,suspension
folkeretlige,folkeretlig
folket,folk
familiebånd,familiebånd
kalotter,kalott
davidsstjerner,davidsstjern
sekulært,sekulær
religionsundervisning,religionsundervisning
ligeværd,ligeværd
åndsfrihed,åndsfrihed
trosfrihed,trosfrihed
historieløsheden,historieløshed
frisind,frisind
familiefotoer,familiefoto
oldemor,oldemor
folkedragt,folkedragt
moder,mod
islamister,islamist
religionsfrihed,religionsfrihed
fordrageligt,fordrageligt
udansk,udansk
dimittenderne,dimittend
irakiske,irakisk
befriet,befrium
irakerne,irak
fregatten,fregatt
specialstyrker,specialstyrke
fjenden,fjende
menigheder,menighede
grønlandsktalende,grønlandsktalende
døvemenighederne,døvemenighed
opholdstilladelser,opholdstilladelse
asyltallet,asyltalle
familiesammenføringer,familiesammenføring
lune,lune
afvæbne,afvæbne
halvvejen,halvveje
dusin,dusin
ulidelig,ulidelig
port,port
slagkraft,slagkraft
baghold,baghold
integrationsproblematikken,integrationsproblematikke
kikkerten,kikkert
slør,slør
standpunkter,standpunkte
argumenterede,argumentere
filosofier,filosofi
giftigt,giftig
umisforståeligt,umisforståelig
mattias,mattia
tesfaye,tesfaye
velanbragt,velanbragt
devalueret,devaluere
fagskoler,fagskole
utidssvarende,utidssvarende
privilegiet,privilegie
stikker,stikke
væltende,væltende
indkvartere,indkvartere
fordelingsnøgle,fordelingsnøgle
hastelovgivning,hastelovgivning
karakterskala,karakterskala
samtalestøj,samtalestøj
påtales,påtale
sammenligneligheden,sammenlignelighed
karakterskalaer,karakterskala
kvik,kvik
konvertible,konvertibel
sammenlignelighed,sammenlignelighed
karakterkommission,karakterkommission
karakterskalaen,karakterskala
bagen,bag
udvander,udvande
topkarakteren,topkarakter
graduate,graduate
with,with
honour,honour
karaktergivning,karaktergivning
feedback,feedback
bedstemor,bedstemor
huden,hud
skolesystem,skolesystem
klokkeformede,klokkeform
normalfordelingskurve,normalfordelingskurve
karaktererne,karakter
nuancerede,nuancere
ordførerkollega,ordførerkollega
drillede,drille
issue,issue
tilbagekaldelse,tilbagekaldelse
abrupte,abrupte
byretten,byrett
arveafgifter,arveafgift
arbejdsfællesskab,arbejdsfællesskab
beskæftigelsesgrad,beskæftigelsesgrad
renteomkostning,renteomkostning
familiesammenførte,familiesammenføre
knuths,knuth
fornærmet,fornærmet
flygtningebaggrund,flygtningebaggrund
boligplacering,boligplacering
krævementalitet,krævementalit
griskhed,griskhed
taknemmelighed,taknemmelighed
tårnby,tårnby
flygtningestatus,flygtningestatus
familiebolig,familiebolig
slægtninge,slægtning
søskende,søskende
mindreårig,mindreårig
regionsforhandlinger,regionsforhandlinge
depositum,depositum
danskuddannelse,danskuddannelse
danskuddannelsestilbud,danskuddannelsestilbud
bunkelovforslag,bunkelovforslag
boligkøen,boligkø
urimeligheder,urimelighede
asylpolitikken,asylpolitik
boligfordelingssystem,boligfordelingssystem
ccm,ccm
tunede,tune
knallerter,knallerte
forsvarlige,forsvarlige
trafiks,trafik
ulykkestallene,ulykkestallene
øjenbrynene,øjenbrynene
statsbank,statsbank
statsgaranti,statsgaranti
renteudgifter,renteudgifte
socialliberal,socialliberal
ydelsesstøtte,ydelsesstøtte
passet,passe
fratagelsen,fratagels
forgribe,forgribe
sydøstasiatiske,sydøstasiatiske
børnesexturisme,børnesexturisme
ædelt,ædelt
citationstegn,citationstegn
sydøstasien,sydøstasie
darkweb,darkweb
arrangerer,arrangere
benhård,benhård
pædofili,pædofili
kriminalitetsområde,kriminalitetsområde
circles,circle
of,of
support,support
accountability,accountability
seksualforbrydere,seksualforbryder
sexforbryderen,sexforbryder
slotsholmen,slotsholm
ah,ah
faldgruberne,faldgrub
mellemregningerne,mellemregninge
forskningsinstitution,forskningsinstitution
skatteændringer,skatteændring
førskoleuddannelse,førskoleuddannelse
efterprøvet,efterprøve
adfærdseffekterne,adfærdseffekt
spinkelt,spinkelt
middelrette,middelrette
empiriske,empirisk
elasticitet,elasticite
mistænkeliggør,mistænkeliggøre
konspiratorisk,konspiratorisk
rengøringsassistenter,rengøringsassistent
arbejdsmarkedsuddannelserne,arbejdsmarkedsuddannels
storebæltsforbindelsen,storebæltsforbindelse
afhjulpet,afhjul
vestlig,vestlig
boligudspil,boligudspil
boligbehov,boligbehov
seniorførtidspension,seniorførtidspension
værdighed,værdighed
tilbagetrækningsaftalen,tilbagetrækningsaftale
seniorførtidspensionen,seniorførtidspension
helbredsproblemer,helbredsproble
sagsbehandlingsprocedure,sagsbehandlingsprocedur
tilkendelse,tilkendelse
efterlønsordning,efterlønsordning
folkepensionsalderen,folkepensionsalder
arbejdsevnen,arbejdsevn
rode,rode
arbejdsfællesskabet,arbejdsfællesskab
tilkendte,tilkende
seniorførtidspensioner,seniorførtidspensione
arveafgifterne,arveafgifte
sørgelige,sørgelig
indtrådt,indtrådt
pengestrømme,pengestrømme
partistøtteudvalg,partistøtteudvalg
partistøtteudvalget,partistøtteudvalge
greco,greco
korruptionslignende,korruptionslignende
partistøtteregler,partistøtteregle
dragsteds,dragsteds
erhvervsklubber,erhvervsklubbe
indsamlingsklubber,indsamlingsklubbe
erhvervsklub,erhvervsklub
fagforeningernes,fagforeninger
annoncering,annoncering
snedigt,snedig
offentliggør,offentliggøre
sandhedspligt,sandhedsplig
rar,rar
eksklusiv,eksklusiv
skare,skare
skaren,skar
antaget,antage
regeringsnedsat,regeringsnedsat
ekspertudvalgs,ekspertudvalgs
kontrolprojekt,kontrolprojekt
månederne,månederne
hev,hev
vejledningerne,vejledning
systemindretningen,systemindretning
stirret,stirre
skyklapperne,skyklapp
tunnelsyn,tunnelsyn
cabotage,cabotage
grænseovergange,grænseovergange
boligorganisation,boligorganisation
beboerdemokrati,beboerdemokrati
beboerdemokratiet,beboerdemokrati
ømmer,ømm
brokker,brokk
dagpengespørgsmålet,dagpengespørgsmåle
slagmark,slagmark
gennemlevet,gennemlev
dagpengereform,dagpengereform
lapper,lappe
lap,lap
antastet,antast
kontantydelse,kontantydelse
forsørgelsesproblem,forsørgelsesproblem
dagpengeret,dagpenger
genoptjene,genoptj
dagpengekommissionen,dagpengekommission
dagpengekommission,dagpengekommission
femernprojektet,femernprojektet
mester,mester
nudansk,nudansk
highlighte,highlighte
genoptjeningsretten,genoptjeningsrett
afspadsering,afspadsering
overarbejde,overarbejde
undergrave,undergrave
reformsporet,reformspore
slagnumre,slagnumre
farverige,farverig
stopklods,stopklods
reformere,reformer
røntgenbillede,røntgenbille
lappeløsning,lappeløsning
umulighed,umulighed
udgiftsneutralt,udgiftsneutrale
teleselskabet,teleselskabe
ikkeeuropæisk,ikkeeuropæisk
ledsagede,ledsage
optagelsesforhandlinger,optagelsesforhandlinge
indstilles,indstille
lissabontraktatens,lissabontraktate
samhandelspartner,samhandelspartne
terroren,terror
samhandelspartnere,samhandelspartner
mediernes,medierne
magtovertagelse,magtovertagelse
mediehus,mediehus
udgivelsen,udgivelse
zaman,zaman
chefredaktøren,chefredaktør
statshemmeligheder,statshemmelighede
parlamentarikere,parlamentariker
fredsproces,fredsproces
enstemmighed,enstemmighed
immuniteten,immunitet
udvidelsesprocessen,udvidelsesprocess
udvidelsesforhandlingerne,udvidelsesforhandling
kapitler,kapitel
målstolperne,målstolp
tiltrædelsesforhandlingerne,tiltrædelsesforhandlinger
fremskridtene,fremskridt
retsstatsområdet,retsstatsområd
udvidelsesproces,udvidelsesproces
københavnerkriterierne,københavnerkriteri
markedsøkonomier,markedsøkonomi
kandidatlandene,kandidatland
opstrammet,opstramme
forhandlingsramme,forhandlingsram
ludfattige,ludfattig
unions,union
meningsfuld,meningsfuld
udenomsting,udenomsting
amtskommune,amtskommune
hovedvej,hovedvej
skagen,skag
industrihavn,industrihavn
fiskerihavn,fiskerihavn
fiskemel,fiskemel
godstrafik,godstrafik
kontanthjælpsægtepar,kontanthjælpsægtepar
forsørgelsessystem,forsørgelsessystem
korttidsledige,korttidsledig
fryser,fryse
ophobet,ophobe
naturalisation,naturalisation
indfødsretsprøve,indfødsretsprøve
erklæringsadgangen,erklæringsadgang
tiltrukket,tiltrukket
erklæringen,erklæring
erklæringsadgang,erklæringsadgang
erklærendes,erklærende
hidtidigt,hidtidigt
erklærende,erklærende
tidsbegrænset,tidsbegræns
naturalisationsansøgning,naturalisationsansøgning
indfødsretsudvalg,indfødsretsudvalg
antiradikalisering,antiradikalisering
statsmagter,statsmagte
bilateral,bilateral
norden,nord
ekstremisme,ekstremisme
samfundsomstyrtelse,samfundsomstyrtelse
hager,hage
sætningen,sætning
lovgivningsmagten,lovgivningsmagt
dømmende,dømme
rodnet,rodn
voldtægtsforbryder,voldtægtsforbryde
pigers,pig
tilføjes,tilføjes
lovmateriale,lovmaterial
tidsfrister,tidsfrist
landsforræderi,landsforræderi
justitsministerposten,justitsministerposten
utydeligt,utydelig
ekstremistiske,ekstremistisk
gruppemødet,gruppemødet
partikolleger,partikolleg
driller,drill
uber,ube
katalysatoren,katalysator
taxaområdet,taxaområde
underskudsforretning,underskudsforretning
taxaer,taxa
services,services
handicapydelser,handicapydelse
platforme,platforme
loeff,loeff
arbejdsgiversiden,arbejdsgiversid
deleøkonomien,deleøkonomi
repræsenterede,repræsentere
taxikørsel,taxikørsel
udskrive,udskrive
taxiloven,taxilov
sædeføler,sædeføle
taxi,taxi
erhvervsmæssig,erhvervsmæssig
domstolsprøvet,domstolsprøv
taxivirksomhed,taxivirksomhed
persontransport,persontransport
taxa,taxa
lost,lost
taxaselskab,taxaselskab
cameron,cameron
valgsejr,valgsejr
eurolande,eurola
ikkeeurolande,ikkeeurola
britisk,britisk
romtraktaten,romtraktat
ever,eve
closer,clos
tilløb,tilløb
optjent,optjent
metockdom,metockdom
tilbagerullet,tilbagerulle
varslingen,varsling
camerons,cameron
tidsalder,tidsalde
fulgtes,fulgte
konkurrencedygtighed,konkurrencedygtighed
gennemslagskraft,gennemslagskraft
tilfredsstillede,tilfredsstille
aftalegrundlag,aftalegrundlag
indekseringen,indeksering
forhandlingsoplægget,forhandlingsoplægge
metockdommen,metockdomm
europaministre,europaminister
eurolandene,euroland
færdigforhandlet,færdigforhandle
svagere,svager
afstemningen,afstemning
blomstrede,blomstre
handelsmæssige,handelsmæssig
montgomery,montgomery
vippede,vippe
besættelsesmagten,besættelsesmagt
pinden,pind
handelsrelationer,handelsrelatione
tredjestørste,tredjestørse
eksportmarked,eksportmarked
lidingtons,lidington
unionen,unione
unionens,union
europæere,europæ
møjsommeligt,møjsommelig
trafikforskere,trafikforsker
trafiksikkerhedsmæssige,trafiksikkerhedsmæssig
maksimumgrænse,maksimumgrænse
påhængskøretøjer,påhængskøretøje
bremselængden,bremselængd
maksimumbredden,maksimumbredd
afklares,afklare
serviceoplysning,serviceoplysning
forhørt,forhøre
nimbusklub,nimbusklub
påhængskøretøj,påhængskøretøj
ulykkesstatistikkerne,ulykkesstatistikke
motorcykelfolk,motorcykelfolk
anmodet,anmode
familieretlige,familieretlig
lovkomplekser,lovkompleks
forældreansvarslovgivningen,forældreansvarslovgivning
forældremyndigheden,forældremyndighed
revselsesretten,revselsesret
retsvirkning,retsvirkning
gentagelsen,gentagelse
statsvirksomhed,statsvirksomhed
socialøkonomiske,socialøkonomiske
venture,venture
statspuljen,statspulje
strikkes,strikke
beredvilligt,beredvilligt
aktivitetsniveau,aktivitetsniveau
ekspedition,ekspedition
ekspropriationssager,ekspropriationssag
bekneb,bekneb
formænd,formand
taksationskommissioner,taksationskommission
vejområdet,vejområde
jernbaneområdet,jernbaneområdet
formandshverv,formandshverv
landinspektører,landinspektører
jubler,juble
smækket,smække
kursusrække,kursusrække
nysgerrigt,nysgerrig
anlægsområdet,anlægsområde
gravemaskinerne,gravemaskin
asfaltudlæggerne,asfaltudlægge
slunken,slunk
påtrængende,påtrængende
anlægspause,anlægspaues
dødsstraf,dødsstraf
allesammens,allesamm
støttte,støttte
fodboldklubben,fodboldklubb
udemokratiske,udemokratisk
demokratimodarbejdende,demokratimodarbejde
forkyndere,forkyndere
folkeoplysningsloven,folkeoplysningslov
omgår,omgå
bedrive,bedriv
demokratiundergravende,demokratiundergrave
tolerancen,tolerance
intolerancen,intolerance
kommunikationskanaler,kommunikationskanale
knivskarp,knivskarp
utallige,utallig
afskrækkelsen,afskrækkelse
smykkeforslag,smykkeforslag
værdigenstande,værdigenstande
tromme,trom
underklasse,underklasse
fornødenheder,fornødenhede
børnefødselsdage,børnefødselsdage
samfundslag,samfundslag
levegrundlag,levegrundlag
rådmænd,rådmænd
ringede,ringe
ghettodannelser,ghettodannelse
flygtningelandsbyer,flygtningelandsbye
ghettodannelse,ghettodannelse
krudtet,krudt
sprogundervisning,sprogundervisning
kompetenceafklaring,kompetenceafklaring
branchepakker,branchepakke
jobkonsulenter,jobkonsulente
begraves,begrave
fattigdomsydelse,fattigdomsydelse
flygtninges,flygtninge
fattiggør,fattiggøre
mindstelønnen,mindstelønn
kundevendt,kundevendt
aflønne,aflønne
medarbejderaktier,medarbejderaktie
medejere,medejere
lønudbetalinger,lønudbetaling
køberet,købere
tegningsret,tegningsret
nøglemedarbejdere,nøglemedarbejder
opstartsfase,opstartsfase
indkomstbeskatning,indkomstbeskatning
aktieindkomst,aktieindkomst
udstede,udste
asbestofre,asbestofre
skattefrihed,skattefrihed
andenhåndsasbestofre,andenhåndsasbestofre
asbest,asbest
regeringspartnere,regeringspartner
skattetænkning,skattetænkning
kapitalindkomst,kapitalindkomst
provenuberegningerne,provenuberegning
begunstigelsen,begunstigels
arvinger,arving
finanslovsforslaget,finanslovsforslag
genindfører,genindføre
skatteborgerpenge,skatteborgerpeng
medieplatforme,medieplatforme
nationalret,nationalre
crossovers,crossove
radikaliserede,radikalisere
diis,diis
terroraktioner,terroraktion
terrorhandlingen,terrorhandling
umiddelbar,umiddelbar
ofres,ofre
kriminologi,kriminologi
tilrådeligt,tilrådelig
ubefæstede,ubefæstet
omgivende,omgivende
forbløffet,forbløffe
tonedøvhed,tonedøvhed
præsidium,præsidium
købstilbud,købstilbud
præsidiet,præsidium
forelægges,forelægge
fængselsimamer,fængselsimam
islamist,islamist
gisne,gisen
arbejdsprocedurer,arbejdsprocedure
erhvervssikring,erhvervssikring
anerkendelsesprocenten,anerkendelsesprocent
krøger,krøge
pramming,pramming
krigsveteraner,krigsveteran
advokaten,advokat
livsfareregel,livsfareregel
veteraner,veterane
identiske,identiske
veteranerne,veteran
minerydder,minerydd
afslaget,afslag
varighed,varighed
katastrofeagtig,katastrofeagtig
korporalforening,korporalforening
livsfarekriterium,livsfarekriterium
soldaten,soldat
arbejdsskadeloven,arbejdsskadelove
veteranloven,veteranlove
reklamebranchen,reklamebranchen
trykkerier,trykkeri
miljøcertificering,miljøcertificering
reklameafgiften,reklameafgift
kabale,kabale
nærstudere,nærstudere
medieaftale,medieaftale
mediestøtte,mediestøtte
nulmoms,nulmoms
avispapir,avispapir
skatteyderbetalte,skatteyderbetale
medielandskabet,medielandskabe
forskydes,forskyde
forskningsbaseret,forskningsbasere
myndighedsbetjening,myndighedsbetjening
bedrives,bedrive
myndighedbetjeningen,myndighedbetjening
forskningsminister,forskningsminist
publiceres,publicere
fåtallet,fåtalle
forskningsbaserede,forskningsbasere
publiceret,publicere
forskningselement,forskningselement
asylansøger,asylansøge
dublinforordningen,dublinforordning
indrejste,indrejste
asylansøgeren,asylansøger
registreringen,registrering
udlændingeministeren,udlændingeminister
asylsagsbehandling,asylsagsbehandling
efterfølgelse,efterfølgelse
hækafbrændersag,hækafbrændersag
moret,more
hahaha,hahaha
uagtsomt,uagtsom
plantagestykke,plantagestykke
hækafbrænder,hækafbrænde
forårsager,forårsage
skovbrand,skovbrand
husbrand,husbrand
uagtsom,uagtsom
karenstid,karenstid
ulla,ulla
sandbæk,sandbæk
asylstramningerne,asylstramning
danskundervisningen,danskundervisning
migrationsforsker,migrationsforske
illegalt,illegalt
flygtningene,flygtning
marshallhjælp,marshallhjælp
forfølgelsen,forfølgelse
flyveforbudszoner,flyveforbudszone
korridorer,korridor
udtræde,udtræde
flygtningekonvention,flygtningekonvention
udmeldingerne,udmeldinge
milliardstore,milliardstore
bitter,bitt
asyltilstrømningen,asyltilstrømning
nytilkomne,nytilkomne
sprogbonus,sprogbonus
tilegnet,tilegne
mandshjerte,mandshjert
olesens,oles
luns,luns
formandsposten,formandspost
defineres,definere
jobeffekten,jobeffekt
jacuzzi,jacuzzi
boligjobordning,boligjobordning
christiansborgfnidder,christiansborgfnidd
passioneret,passionere
passionen,passion
benægte,benæge
peberspray,peberspray
ukontroversiel,ukontroversiel
hashklubber,hashklubbe
essensen,essens
hashhandel,hashhandel
forbudspolitikken,forbudspolitikk
cannabis,cannabis
hashklub,hashklub
symptomatisk,symptomatisk
klub,klub
jerry,jerry
kløerne,klø
ugerninger,ugerninge
mus,mus
styrtende,styrtende
hashmarked,hashmarked
ernærer,ernære
canadiske,canadiske
legalisering,legalisering
marihuana,marihuana
hells,hell
angels,angels
parlamentsbygningen,parlamentsbygning
ottawa,ottawa
brødet,brødet
rockerbanden,rockerband
komiteer,komite
ftalatbekendtgørelse,ftalatbekendtgørelse
venstreminister,venstreministe
mandetimer,mandetim
styrelserne,styrels
anmeldelserne,anmeldels
arbejdsmiljøforslag,arbejdsmiljøforslag
forebyggelsesfonden,forebyggelsesfond
tigge,tigge
tiggeri,tiggeri
tiggeriet,tiggerie
fattigdomsproblemer,fattigdomsprobleme
tricktyverier,tricktyverie
politiindsats,politiindsats
tiggerne,tigg
kynisk,kynisk
tiggeriproblemet,tiggeriprobleme
modsigelser,modsigelse
paragrafferne,paragraff
domfældelser,domfældelse
drænet,dræne
tiggeriets,tiggeri
modsætningsfyldt,modsætningsfylde
tiggere,tigger
lukrere,lukrere
godhjertethed,godhjertethed
hest,hest
rider,ride
sadler,sadl
østeuropa,østeuropa
romaer,romaer
kriminalitetsformer,kriminalitetsforme
hjerteløst,hjerteløst
genkendende,genkendende
sommermånederne,sommermåned
tigget,tigget
busbillet,busbill
skak,skak
smugle,smugle
historiebøgerne,historiebøg
udviklingspolitikken,udviklingspolitikke
flygtningeomfordelingsmekanismen,flygtningeomfordelingsmekanism
traver,trave
tilvalgsordning,tilvalgsordning
staters,staters
nationalstaters,nationalstate
tilhold,tilhold
talere,taler
bortførelse,bortførelse
take,take
retsakter,retsakte
bramsen,brams
suverænitetsafgivelse,suverænitetsafgivelse
sjettedeles,sjettedele
retsforbeholdet,retsforbehold
europols,europol
parallelaftaler,parallelaftal
parallelaftale,parallelaftal
database,database
databasen,databas
europolsamarbejdet,europolsamarbejden
mellemstatslig,mellemstatslig
samarbejdsaftale,samarbejdsaftale
overstatslig,overstatslig
korridoraftale,korridoraftal
turdet,turde
retslige,retslig
anliggender,anliggende
familieretsområdet,familieretsområde
arveret,arveret
